,blues,greens,reds,nirs,swir1s,swir2s,thermals,qa,dates
1166,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-14
1167,261,294,166,1717,716,314,1765,66,2002-11-20
1168,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-21
1169,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-22
1170,232,266,213,1507,728,291,1655,66,2002-11-28
1171,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-29
1172,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-06
1173,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-07
1174,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-08
1175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-15
1176,166,289,146,1423,515,179,935,66,2002-12-22
1177,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-23
1178,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-24
1179,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-12-31
1180,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-01
1181,292,306,181,1888,639,267,1325,66,2003-01-07
1182,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-08
1183,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-09
1184,201,322,257,1719,768,441,1425,66,2003-01-15
1185,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-16
1186,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-17
1187,1203,1274,1109,2524,1729,1088,345,224,2003-01-23
1188,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-24
1189,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-01-25
1190,988,1177,1046,2673,1548,913,395,224,2003-01-31
1191,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-01
1192,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-02
1193,187,284,181,1912,729,249,1155,66,2003-02-08
1194,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-09
1195,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-10
1196,446,513,368,1691,644,293,795,72,2003-02-16
1197,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-17
1198,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-25
1199,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-02-26
1200,276,348,292,2541,955,347,1375,66,2003-03-04
1201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-03-05
1202,2415,2653,2741,4415,3956,3374,1275,224,2003-03-12
1203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-03-13
1204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-03-14
1205,334,489,339,3185,1324,393,1615,66,2003-03-20
1206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-03-21
1207,141,341,178,2549,1049,410,1865,66,2003-03-28
1208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-03-29
1209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-03-30
1210,312,473,374,2737,1166,467,1235,66,2003-04-05
1211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-06
1212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-07
1213,402,524,352,3337,1145,452,1325,96,2003-04-13
1214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-14
1215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-15
1216,3719,4075,4050,4787,3697,3057,85,224,2003-04-21
1217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-22
1218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-23
1219,1040,1266,1165,3652,2124,1441,695,160,2003-04-29
1220,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-04-30
1221,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-01
1222,1564,1774,1667,3249,2429,1821,655,224,2003-05-07
1223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-08
1224,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-09
1225,1365,1524,1326,4409,2113,1091,1275,160,2003-05-15
1226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-16
1227,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-17
1228,315,523,372,3174,1225,515,2795,66,2003-05-23
1229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-24
1230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-05-25
1231,245,484,298,3227,1220,439,2285,66,2003-05-31
1232,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-06-01
1233,20000,6522,6734,6990,20000,4427,995,224,2003-06-08
1234,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-06-10
1235,280,521,374,3401,1369,574,2915,66,2003-06-24
1236,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-06-26
1237,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-07-03
1238,312,528,439,3320,1309,578,2875,66,2003-07-10
1239,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-07-12
1240,284,490,397,3359,1275,453,3125,66,2003-07-18
1241,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-07-19
1242,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-07-20
1243,345,547,393,3313,1346,536,2915,66,2003-07-26
1244,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-07-27
1245,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-07-28
1246,422,583,479,3647,1520,561,2185,66,2003-08-03
1247,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-04
1248,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-05
1249,285,419,346,3101,1240,439,2875,66,2003-08-11
1250,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-12
1251,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-13
1252,276,438,375,3081,1231,503,2535,66,2003-08-19
1253,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-20
1254,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-21
1255,287,452,400,3018,1242,495,2875,66,2003-08-27
1256,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-28
1257,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-08-29
1258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-09-05
1259,275,367,296,2709,1173,521,3525,66,2003-09-12
1260,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-09-14
1261,212,380,306,2610,1097,447,3075,66,2003-09-20
1262,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-09-21
1263,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-09-22
1264,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-09-29
1265,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-09-30
1266,324,419,330,2334,973,400,2285,66,2003-10-06
1267,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-10-07
1268,249,378,290,2237,1034,480,2835,66,2003-10-14
1269,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-10-15
1270,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-10-16
1271,20000,5396,5616,5983,5075,4375,-755,224,2003-10-22
1272,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-10-23
1273,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-10-24
1274,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-10-31
1275,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-11-01
1276,4280,4390,4568,4789,2994,2439,-485,224,2003-11-07
1277,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-11-09
1278,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-11-16
1279,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-11-17
1280,190,327,158,1692,642,195,1155,66,2003-11-23
1281,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-11-24
1282,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-11-25
1283,5945,6135,6024,6298,2717,1399,-1035,224,2003-12-01
1284,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-02
1285,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-03
1286,3466,3481,3574,3785,2788,2462,-1465,224,2003-12-09
1287,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-10
1288,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-11
1289,363,687,606,1719,934,591,245,72,2003-12-17
1290,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-18
1291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-19
1292,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-25
1293,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-26
1294,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2003-12-27
1295,7731,7932,7913,7927,4947,2730,-1335,224,2004-01-02
1296,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-01-03
1297,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-01-04
1298,301,332,210,1861,720,306,1045,66,2004-01-10
1299,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-01-11
1300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-01-12
1301,1232,1363,1318,2854,1607,911,85,224,2004-01-18
1302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-01-19
1303,6026,6075,6113,6580,2811,2593,-3275,224,2004-01-26
1304,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-01-28
1305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-04
1306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-05
1307,194,281,194,2036,579,176,1435,66,2004-02-11
1308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-12
1309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-13
1310,1325,1379,1209,3220,1605,1008,35,224,2004-02-19
1311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-20
1312,3380,3341,3408,3939,2610,2183,-1535,224,2004-02-27
1313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-28
1314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-02-29
1315,301,402,348,2288,970,344,1425,66,2004-03-06
1316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-07
1317,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-08
1318,419,581,439,2771,1293,654,1325,66,2004-03-14
1319,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-15
1320,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-16
1321,1108,1332,1349,4183,2649,1637,1705,66,2004-03-22
1322,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-23
1323,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-30
1324,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-03-31
1325,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-04-01
1326,294,453,363,2980,1312,537,1705,66,2004-04-07
1327,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-04-08
1328,1430,1563,1512,3488,1604,1027,-35,224,2004-04-15
1329,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-04-16
1330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-04-17
1331,296,440,363,2920,1295,467,2835,66,2004-04-23
1332,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-04-24
1333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-05-02
1334,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-05-03
1335,278,481,372,3027,1392,550,2585,66,2004-05-09
1336,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-05-10
1337,20000,20000,20000,7290,20000,4472,345,224,2004-05-17
1338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-05-18
1339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-05-19
1340,555,828,761,3541,2002,1004,2455,96,2004-05-25
1341,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-05-26
1342,248,463,374,3173,1316,476,2685,66,2004-06-02
1343,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-06-03
1344,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-06-04
1345,372,557,433,3459,1498,635,2365,66,2004-06-10
1346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-06-11
1347,340,514,438,3178,1369,570,2435,66,2004-06-18
1348,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-06-19
1349,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-06-20
1350,275,515,371,3138,1448,634,2705,66,2004-06-26
1351,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-06-27
1352,244,457,317,3116,1407,556,2685,66,2004-07-04
1353,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-05
1354,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-06
1355,360,558,436,3164,1520,645,2665,66,2004-07-12
1356,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-13
1357,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-14
1358,279,443,369,3020,1362,586,2485,66,2004-07-20
1359,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-21
1360,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-22
1361,343,542,448,2998,1436,593,2875,66,2004-07-28
1362,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-07-29
1363,295,466,369,2891,1141,528,2435,66,2004-08-05
1364,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-08-06
1365,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-08-07
1366,354,569,406,2811,1276,513,2665,66,2004-08-13
1367,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-08-14
1368,462,581,539,2432,1188,576,1925,66,2004-08-21
1369,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-08-22
1370,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-08-23
1371,333,520,424,2699,1359,598,3085,66,2004-08-29
1372,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-08-30
1373,322,509,467,2582,1209,472,3355,66,2004-09-06
1374,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-09-07
1375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-09-08
1376,255,446,360,2403,1212,514,2875,66,2004-09-14
1377,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-09-15
1378,198,363,270,2475,1162,426,2885,66,2004-09-22
1379,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-09-23
1380,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-09-24
1381,3767,4049,4238,4809,5423,4776,945,224,2004-09-30
1382,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-10-01
1383,214,348,285,2147,1025,448,2235,66,2004-10-08
1384,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-10-09
1385,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-10-10
1386,3030,3151,3336,4250,4681,3979,1285,224,2004-10-16
1387,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-10-18
1388,3420,3608,3786,4546,4583,3859,645,224,2004-10-24
1389,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-10-25
1390,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-10-26
1391,261,344,209,2039,802,387,1975,66,2004-11-01
1392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-11-02
1393,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-11-03
1394,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-11-11
1395,308,372,292,1851,625,206,1565,66,2004-11-17
1396,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-11-18
1397,20000,8093,20000,8279,4959,4041,-2485,224,2004-11-25
1398,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-11-26
1399,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-11-27
1400,221,273,226,1404,668,224,1285,66,2004-12-03
1401,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-12-04
1402,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-12-05
1403,475,564,337,2133,812,402,1155,72,2004-12-11
1404,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-12-12
1405,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-12-13
1406,254,286,207,1767,690,247,1185,66,2004-12-19
1407,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-12-20
1408,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2004-12-21
1409,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-04
1410,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-05
1411,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-06
1412,231,316,193,1793,575,213,935,66,2005-01-12
1413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-13
1414,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-14
1415,108,153,161,1564,719,221,1185,66,2005-01-20
1416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-21
1417,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-22
1418,20000,20000,20000,20000,3517,3154,-2915,224,2005-01-28
1419,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-29
1420,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-01-30
1421,3840,4162,4059,5596,5036,4162,795,224,2005-02-05
1422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-02-06
1423,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-02-07
1424,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-02-14
1425,244,296,197,2256,985,421,1475,66,2005-02-21
1426,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-02-22
1427,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-02-23
1428,481,655,522,2774,1204,561,875,72,2005-03-01
1429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-02
1430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-03
1431,295,397,265,2435,1037,365,1885,66,2005-03-09
1432,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-10
1433,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-11
1434,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-17
1435,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-18
1436,209,298,195,2568,1095,406,1425,66,2005-03-25
1437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-26
1438,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-03-27
1439,3094,3286,3296,4679,3687,3109,-1535,224,2005-04-02
1440,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-04-04
1441,220,404,299,2767,1147,415,1745,66,2005-04-10
1442,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-04-11
1443,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-04-12
1444,222,383,254,2863,1128,413,1655,66,2005-04-18
1445,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-04-19
1446,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-04-20
1447,1447,1492,1436,3428,1677,1016,-975,224,2005-04-26
1448,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-04-27
1449,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-06
1450,367,583,419,3104,1362,613,1615,66,2005-05-12
1451,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-13
1452,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-14
1453,249,518,358,3335,1223,483,1765,96,2005-05-20
1454,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-21
1455,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-22
1456,20000,20000,20000,20000,20000,4651,-2245,224,2005-05-28
1457,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-29
1458,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-05-30
1459,252,493,300,3514,1314,516,1925,66,2005-06-05
1460,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-06
1461,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-07
1462,277,535,390,3559,1352,502,3085,66,2005-06-13
1463,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-15
1464,826,1067,1166,3437,2350,1487,1975,96,2005-06-21
1465,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-22
1466,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-23
1467,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-29
1468,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-06-30
1469,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-01
1470,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-07
1471,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-09
1472,356,498,355,3466,1306,520,2915,66,2005-07-15
1473,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-16
1474,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-17
1475,227,374,258,3512,1340,496,3265,66,2005-07-23
1476,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-24
1477,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-07-25
1478,287,445,336,3387,1250,527,2875,66,2005-07-31
1479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-01
1480,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-02
1481,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-08
1482,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-09
1483,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-10
1484,480,594,456,3123,1231,480,2365,66,2005-08-16
1485,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-17
1486,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-18
1487,250,398,354,3007,1216,456,2835,66,2005-08-24
1488,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-25
1489,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-08-26
1490,292,421,365,2995,1155,526,2875,66,2005-09-01
1491,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-02
1492,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-03
1493,2847,3050,3326,4570,4420,3278,1155,224,2005-09-09
1494,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-10
1495,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-11
1496,327,392,381,2539,936,408,2155,66,2005-09-17
1497,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-18
1498,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-19
1499,216,346,269,2576,989,374,2535,66,2005-09-25
1500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-26
1501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-09-27
1502,264,324,275,2423,1047,351,2105,66,2005-10-03
1503,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-05
1504,259,408,292,2379,683,205,2235,66,2005-10-11
1505,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-12
1506,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-13
1507,1414,1564,1677,3336,3226,2272,1885,66,2005-10-19
1508,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-20
1509,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-21
1510,2706,2858,2968,3425,3390,3280,-895,224,2005-10-27
1511,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-28
1512,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-10-29
1513,3038,2662,2716,2814,1956,1285,795,224,2005-11-04
1514,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-11-05
1515,4979,5237,5585,5890,5527,4402,645,224,2005-11-12
1516,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-11-13
1517,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-11-14
1518,264,356,248,1762,778,377,2285,66,2005-11-20
1519,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-11-21
1520,716,682,665,1573,1261,862,755,66,2005-11-28
1521,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-11-30
1522,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-12-07
1523,345,414,273,1740,722,265,985,66,2005-12-14
1524,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-12-16
1525,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-12-23
1526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2005-12-30
1527,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-01-08
1528,122,243,192,1562,570,212,875,66,2006-01-15
1529,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-01-16
1530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-01-17
1531,233,259,269,1525,764,391,1565,66,2006-01-23
1532,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-01-24
1533,3444,3439,3475,3906,2088,1906,-3375,224,2006-01-31
1534,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-02-01
1535,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-02-02
1536,165,240,188,1731,717,294,1655,66,2006-02-08
1537,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-02-09
1538,240,315,179,2108,715,234,985,66,2006-02-16
1539,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-02-17
1540,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-02-18
1541,239,345,258,1948,860,351,1795,66,2006-02-24
1542,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-02-25
1543,308,395,317,2456,1021,418,815,66,2006-03-04
1544,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-03-05
1545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-03-06
